"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"310M500US14300","Bonham, TX Micro Area","34537","*****","30637","*****","27211","7","1944","182","231","73","220","73","13","17","4","6","1014","220","3","4","1011","220","3900","*****","3077","207","9","15","36","34","12","19","0","29","638","193","128","71","30","24","98","67"
"310M500US14380","Boone, NC Micro Area","54925","*****","52916","*****","50357","86","954","127","359","54","606","82","53","42","12","15","575","161","107","110","468","164","2009","*****","1182","272","13","20","24","28","45","54","0","29","527","285","218","123","119","90","99","72"
"310M500US14420","Borger, TX Micro Area","21344","*****","16380","*****","15018","12","307","91","331","57","76","30","150","154","5","11","493","125","3","6","490","124","4964","*****","4025","418","37","44","21","48","6","7","0","25","469","357","406","174","300","160","106","109"
"310M500US14460","Boston-Cambridge-Newton, MA-NH Metro Area","4832346","*****","4293751","*****","3399393","2466","365430","2430","5529","564","381830","2259","1429","286","37806","2874","102334","2776","10245","1253","92089","2694","538595","*****","274200","4467","37261","2462","3406","759","1861","403","320","162","162802","3795","58745","3037","11979","1147","46766","2589"
"310M500US14500","Boulder, CO Metro Area","322510","*****","277770","*****","250174","225","2699","295","910","292","15184","448","183","68","638","269","7982","645","448","208","7534","595","44740","*****","36776","1143","245","144","506","187","97","70","20","29","5296","904","1800","554","829","285","971","408"
"310M500US14540","Bowling Green, KY Metro Area","174498","*****","166638","102","144355","200","11841","517","507","134","5331","270","482","36","377","207","3745","556","30","46","3715","557","7860","102","4802","551","88","77","5","9","0","27","0","27","2162","455","803","341","514","292","289","170"
"310M500US14580","Bozeman, MT Micro Area","108063","*****","104031","*****","99001","46","425","127","820","157","1462","255","7","11","48","47","2268","303","14","23","2254","306","4032","*****","2394","327","1","2","146","101","10","16","0","24","1036","278","445","229","29","25","416","229"
"310M500US14620","Bradford, PA Micro Area","41401","*****","40533","*****","38700","35","975","150","55","46","212","74","21","20","28","34","542","170","5","7","537","170","868","*****","432","138","73","59","8","16","0","22","0","22","281","169","74","57","31","37","43","38"
"310M500US14660","Brainerd, MN Micro Area","93485","*****","91869","*****","85203","41","634","79","3891","155","454","54","4","4","18","23","1665","185","32","35","1633","180","1616","*****","1016","126","14","22","158","67","5","5","0","20","211","91","212","85","107","60","105","67"
"310M500US14700","Branson, MO Micro Area","55114","*****","51854","*****","48934","24","758","180","547","143","546","127","12","21","16","23","1041","247","2","4","1039","247","3260","*****","1583","361","81","136","5","9","0","27","0","27","1420","408","171","119","88","102","83","77"
"310M500US14720","Breckenridge, CO Micro Area","30649","*****","26267","*****","25173","14","313","294","108","135","179","144","54","80","8","14","432","272","0","25","432","272","4382","*****","2805","658","29","42","3","5","0","25","25","36","1372","655","148","147","33","57","115","139"
"310M500US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","265882","*****","245230","*****","203899","101","6821","491","2255","299","12580","660","2128","203","205","98","17342","899","170","72","17172","895","20652","*****","11116","799","308","207","341","163","296","138","46","39","5676","803","2869","519","1252","331","1617","379"
"310M500US14780","Brenham, TX Micro Area","35163","*****","29517","*****","22508","29","5763","338","88","102","582","96","38","58","0","29","538","316","0","29","538","316","5646","*****","5061","257","42","40","0","29","0","29","0","29","438","211","105","98","60","81","45","56"
"310M500US14820","Brevard, NC Micro Area","33775","*****","32651","*****","30528","13","1560","123","89","63","47","47","17","23","0","26","410","93","8","13","402","92","1124","*****","405","226","52","52","10","17","0","26","0","26","608","237","49","55","8","10","41","54"
"310M500US14860","Bridgeport-Stamford-Norwalk, CT Metro Area","943926","*****","757930","*****","582819","803","100262","1287","1103","190","49846","842","333","79","5330","980","18237","1498","1971","481","16266","1402","185996","*****","106037","3194","8924","1277","971","372","493","206","207","112","57861","3144","11503","1230","5964","917","5539","885"
"310M500US15020","Brookhaven, MS Micro Area","34320","*****","34168","137","23053","27","10945","137","5","9","165","27","0","27","0","27","0","27","0","27","0","27","152","137","106","104","12","21","0","27","0","27","0","27","0","27","34","52","0","27","34","52"
"310M500US15060","Brookings, OR Micro Area","22650","*****","21038","*****","19536","23","99","104","245","106","118","77","0","23","0","23","1040","149","0","23","1040","149","1612","*****","1047","254","0","23","91","108","0","23","12","31","66","73","396","241","27","49","369","241"
"310M500US15100","Brookings, SD Micro Area","34601","*****","33538","*****","31219","21","452","97","359","118","1041","73","0","21","0","21","467","183","0","21","467","183","1063","*****","768","99","45","49","21","33","19","28","0","21","178","84","32","37","20","32","12","19"
"310M500US15140","Brownsville, TN Micro Area","17623","*****","16861","*****","7754","19","8950","85","0","19","8","14","5","9","8","11","136","82","0","19","136","82","762","*****","489","215","0","19","0","19","0","19","0","19","230","227","43","67","0","19","43","67"
"310M500US15180","Brownsville-Harlingen, TX Metro Area","421666","*****","43585","*****","37770","65","1683","129","573","87","2792","179","47","38","49","39","671","242","134","122","537","204","378081","*****","359948","1817","758","452","409","165","108","98","23","29","14129","1593","2706","693","1829","629","877","275"
"310M500US15220","Brownwood, TX Micro Area","37855","*****","29433","*****","27115","29","1337","127","109","92","270","48","0","29","0","29","602","165","0","29","602","165","8422","*****","7439","274","89","49","94","65","0","29","0","29","519","184","281","173","142","138","139","93"
"310M500US15260","Brunswick, GA Metro Area","117400","*****","111352","37","79774","233","27661","459","347","100","1459","390","116","76","240","233","1755","366","36","42","1719","372","6048","37","4519","416","271","130","24","34","30","59","0","31","572","255","632","262","290","157","342","210"
"310M500US15340","Bucyrus-Galion, OH Micro Area","41821","*****","41121","*****","39837","19","415","109","34","24","220","58","18","27","17","19","580","127","4","6","576","127","700","*****","554","109","11","17","2","4","0","24","3","7","106","110","24","31","0","24","24","31"
"310M500US15380","Buffalo-Cheektowaga, NY Metro Area","1130175","*****","1073212","*****","874182","288","134172","1148","6212","408","34950","754","312","74","1206","335","22178","1272","718","315","21460","1147","56963","*****","25087","1175","4376","693","496","191","180","93","39","30","20826","1084","5959","808","3360","673","2599","587"
"310M500US15420","Burley, ID Micro Area","44395","*****","30647","*****","29385","47","84","67","512","127","194","87","4","7","13","25","455","135","24","39","431","136","13748","*****","12055","500","0","25","32","26","0","25","35","35","1481","470","145","99","84","66","61","70"
"310M500US15460","Burlington, IA-IL Micro Area","46195","*****","44806","*****","40930","12","2244","274","76","80","341","104","0","25","9","12","1206","311","0","25","1206","311","1389","*****","1219","96","23","35","2","3","0","25","0","25","87","65","58","37","33","29","25","25"
"310M500US15500","Burlington, NC Metro Area","163324","*****","142813","*****","104623","92","31676","448","453","119","2546","142","66","20","289","227","3160","509","61","50","3099","515","20511","*****","9330","954","250","120","215","245","56","58","0","29","9903","1000","757","314","616","310","141","85"
"310M500US15540","Burlington-South Burlington, VT Metro Area","218784","*****","214057","*****","196587","139","4525","255","698","187","6816","580","83","86","352","156","4996","654","103","71","4893","652","4727","*****","3257","295","239","121","187","118","10","17","14","23","744","274","276","139","68","47","208","124"
"310M500US15580","Butte-Silver Bow, MT Micro Area","34770","*****","33185","*****","31446","22","191","58","707","239","257","106","5","7","0","22","579","267","0","22","579","267","1585","*****","1361","144","0","22","83","81","6","10","0","22","68","62","67","101","0","22","67","101"
"310M500US15620","Cadillac, MI Micro Area","48284","*****","47194","*****","45553","8","262","62","212","89","187","34","28","25","2","3","950","107","4","8","946","107","1090","*****","746","85","78","51","16","13","22","24","0","22","110","53","118","61","51","42","67","56"
"310M500US15660","Calhoun, GA Micro Area","57202","*****","48142","*****","44341","59","2137","302","5","9","584","76","38","48","32","59","1005","319","0","31","1005","319","9060","*****","5935","796","32","33","720","526","53","89","49","83","2188","770","83","84","27","33","56","78"
"310M500US15680","California-Lexington Park, MD Metro Area","112290","*****","106471","*****","83197","205","16275","421","94","71","2865","323","20","32","220","182","3800","515","112","131","3688","533","5819","*****","4428","485","156","96","0","28","0","28","0","28","846","317","389","300","0","28","389","300"
"310M500US15700","Cambridge, MD Micro Area","32138","*****","30323","*****","20206","46","8287","318","20","15","354","56","0","25","24","39","1432","320","22","24","1410","318","1815","*****","859","244","262","218","0","25","0","25","0","25","385","173","309","256","49","58","260","250"
"310M500US15740","Cambridge, OH Micro Area","39111","*****","38651","*****","36842","190","425","112","109","52","171","63","0","24","217","190","887","163","0","24","887","163","460","*****","302","95","19","24","0","24","0","24","0","24","89","66","50","76","0","24","50","76"
"310M500US15780","Camden, AR Micro Area","29022","*****","28257","*****","16899","22","10981","91","28","31","18","17","16","22","8","16","307","89","0","22","307","89","765","*****","640","91","67","75","0","22","0","22","0","22","23","28","35","45","33","45","2","5"
"310M500US15820","Campbellsville, KY Micro Area","36550","*****","35838","104","33247","26","1380","236","86","38","268","24","0","24","17","26","840","235","5","8","835","236","712","104","549","180","0","24","12","20","14","19","0","24","38","29","99","137","0","24","99","137"
"310M500US15860","Cañon City, CO Micro Area","47321","*****","41033","*****","37428","9","2096","252","551","146","311","106","5","12","3","8","639","288","41","77","598","279","6288","*****","5076","291","81","88","98","69","9","21","0","25","614","245","410","185","337","177","73","49"
